Double Transactions
MALIKA : $36.91; 27/12/2016 03:56:02; $36.91; 27/12/2016 03:56:05
THRESA : $4.15; 27/12/2016 12:07:21; $4.15; 27/12/2016 12:09:00
TERRIE : $42.1; 27/12/2016 16:51:21; $42.1; 27/12/2016 16:53:38
HARMONY : $114.63; 27/12/2016 07:12:25; $114.63; 27/12/2016 07:15:27
CAMILLE : $22.59; 27/12/2016 09:50:51; $22.59; 27/12/2016 09:46:45
GABRIELLA : $1013.26; 27/12/2016 11:40:22; $1013.26; 27/12/2016 11:44:44
JULIANN : $1032.61; 27/12/2016 16:52:37; $1032.61; 27/12/2016 16:57:05
CATHARINE : $898.84; 27/12/2016 21:32:06; $898.84; 27/12/2016 21:33:03
LAKISHA : $24.14; 27/12/2016 14:20:45; $24.14; 27/12/2016 14:16:42
TAMARA : $489.1; 01/01/2017 03:16:17; $489.1; 01/01/2017 03:19:22

Suspicious Transactions
LASHUNDA : $74.2; 27/12/2016 19:42:33
DEIDRE : 1259.09 1232.01 1176.74 1166.17 1151.81 # of transactions = 66; avg = 572.38
DEIRDRE : 513.23 495.40 494.97 494.87 474.31 # of transactions = 28; avg = 283.08
DEJA : 982.68 973.21 943.63 940.57 929.31 # of transactions = 100; avg = 453.72
DELAINE : 74.36 72.82 71.76 70.47 62.13 # of transactions = 50; avg = 35.75
DELANA : 88.83 87.90 86.54 85.55 84.46 # of transactions = 56; avg = 42.38
DELCIE : 953.61 947.71 921.66 896.90 876.32 # of transactions = 72; avg = 475.66
DELENA : 68.75 68.37 68.36 68.16 67.77 # of transactions = 100; avg = 37.46
DELFINA : 1010.60 997.07 995.67 991.34 976.25 # of transactions = 100; avg = 540.62
DELIA : 522.35 521.35 514.46 507.91 507.29 # of transactions = 30; avg = 296.29
DELICIA : 787.20 761.63 734.28 733.67 719.60 # of transactions = 100; avg = 354.78
DELILA : 935.33 893.00 883.19 874.01 870.80 # of transactions = 51; avg = 465.05
DELILAH : 80.67 79.48 77.31 74.49 70.38 # of transactions = 28; avg = 38.36
DELINDA : 883.74 879.11 868.45 809.91 807.98 # of transactions = 43; avg = 439.12
DELISA : 1350.32 1254.08 1249.84 1235.77 1105.15 # of transactions = 27; avg = 730.03
DELL : 96.81 95.88 92.16 92.03 90.41 # of transactions = 30; avg = 51.71
DELLA : 1079.40 1074.25 1066.58 1045.80 1036.49 # of transactions = 100; avg = 554.69
DELMA : 111.55 109.26 108.95 108.47 106.95 # of transactions = 100; avg = 55.66
DELMY : 135.91 127.67 123.97 119.86 116.38 # of transactions = 26; avg = 64.27
DELOIS : 66.94 66.13 60.84 60.65 55.54 # of transactions = 26; avg = 35.58
DELOISE : 954.63 944.53 939.06 930.29 921.05 # of transactions = 71; avg = 510.42
DELORA : 1438.80 1394.16 1390.77 1388.16 1367.34 # of transactions = 47; avg = 733.10
DELORAS : 766.05 765.69 753.18 750.65 739.28 # of transactions = 81; avg = 347.55
DELORES : 95.97 95.83 94.82 94.27 93.73 # of transactions = 79; avg = 46.99
DELORIS : 823.84 757.26 755.69 714.13 710.69 # of transactions = 49; avg = 427.50
DELORSE : 1668.17 1644.78 1618.33 1599.80 1523.08 # of transactions = 25; avg = 948.33
DELPHA : 71.65 71.36 71.18 70.71 69.92 # of transactions = 100; avg = 36.37
DELPHIA : 922.28 922.12 921.59 909.72 901.31 # of transactions = 69; avg = 453.25
DELPHINE : 595.28 594.27 591.15 590.85 589.90 # of transactions = 100; avg = 315.59
DELSIE : 1411.31 1381.28 1374.89 1342.33 1326.40 # of transactions = 100; avg = 715.32
DELTA : 902.05 888.02 879.93 878.36 864.23 # of transactions = 23; avg = 541.08
DEMETRA : 705.54 704.34 702.75 700.92 695.02 # of transactions = 100; avg = 377.23
DEMETRIA : 670.50 648.70 648.47 630.36 629.58 # of transactions = 53; avg = 360.11
DEMETRICE : 50.51 48.78 48.56 45.13 44.44 # of transactions = 46; avg = 24.04
DEMETRIUS : 126.09 125.51 125.49 123.56 121.51 # of transactions = 81; avg = 70.71
DENA : 8637.20 8583.48 8307.95 8198.36 7997.86 # of transactions = 32; avg = 4234.35
DENAE : 644.03 607.33 574.37 572.25 564.22 # of transactions = 25; avg = 330.01
DENEEN : 131.89 130.87 128.06 123.43 123.00 # of transactions = 100; avg = 62.80
DENESE : 110.78 104.28 97.22 95.17 94.21 # of transactions = 45; avg = 49.51
DENICE : 761.07 691.66 652.54 622.14 588.26 # of transactions = 21; avg = 353.66
DENISE : 88.93 88.03 87.33 85.89 85.19 # of transactions = 50; avg = 46.10
DENISHA : 83.58 83.52 81.53 77.31 76.80 # of transactions = 51; avg = 43.75
DENISSE : 82.97 78.85 77.67 77.41 75.51 # of transactions = 61; avg = 45.57
DENITA : 99.89 99.40 97.11 96.81 94.95 # of transactions = 49; avg = 58.94
DENNA : 1270.86 1270.38 1270.05 1256.87 1242.62 # of transactions = 74; avg = 694.63
DENNIS : 622.84 589.73 571.97 559.54 544.76 # of transactions = 52; avg = 273.53
DENNISE : 555.23 543.33 531.76 528.16 524.13 # of transactions = 100; avg = 292.64
DENNY : 1240.08 1218.61 1201.26 1186.17 1178.46 # of transactions = 45; avg = 681.96
DENYSE : 743.04 734.61 726.72 717.51 713.02 # of transactions = 100; avg = 335.73
DEON : 66.44 63.55 63.06 60.97 60.84 # of transactions = 47; avg = 31.52
DEONNA : 762.49 761.91 740.82 710.67 703.05 # of transactions = 73; avg = 384.64
DESIRAE : 1425.62 1415.16 1406.31 1398.32 1311.49 # of transactions = 32; avg = 746.10
DESIRE : 753.10 752.06 727.92 705.94 703.75 # of transactions = 20; avg = 463.71
DESIREE : 5074.82 4627.07 4446.07 4400.39 4109.61 # of transactions = 25; avg = 2092.59
DESPINA : 894.35 888.10 882.80 877.78 856.73 # of transactions = 81; avg = 443.41
DESSIE : 1377.61 1377.55 1370.10 1356.86 1326.87 # of transactions = 76; avg = 734.84
DESTINY : 118.54 118.13 115.37 107.08 107.01 # of transactions = 70; avg = 60.54
DETRA : 8434.03 8421.12 8368.99 8352.81 8222.05 # of transactions = 74; avg = 4891.23
DEVIN : 78.15 77.26 76.11 75.51 75.19 # of transactions = 50; avg = 39.45
DEVON : 1459.48 1438.09 1434.64 1417.07 1380.17 # of transactions = 83; avg = 742.55
DEVONA : 540.10 537.82 533.82 490.46 485.91 # of transactions = 28; avg = 289.44
DEVORA : 1354.93 1340.87 1317.46 1262.23 1260.83 # of transactions = 76; avg = 653.82
DEVORAH : 1458.05 1432.91 1425.11 1413.65 1408.15 # of transactions = 50; avg = 805.31
DIA : 79.24 78.52 77.46 76.27 75.44 # of transactions = 77; avg = 39.33
DIAMOND : 143.29 139.97 139.34 137.71 137.68 # of transactions = 79; avg = 70.14
DIAN : 1267.86 1229.85 1205.82 1197.58 1162.46 # of transactions = 73; avg = 625.19
DIANA : 703.26 698.92 680.05 647.34 643.16 # of transactions = 53; avg = 324.87
DIANE : 1140.78 1111.22 1007.16 989.49 889.60 # of transactions = 30; avg = 530.73
DIANN : 786.93 753.01 752.61 708.15 701.22 # of transactions = 54; avg = 401.11
DIANNA : 775.12 765.29 747.88 742.09 720.41 # of transactions = 45; avg = 418.21
DIANNE : 1412.47 1400.39 1386.71 1380.38 1340.41 # of transactions = 54; avg = 720.71
DIEDRA : 103.63 97.61 88.03 87.17 86.22 # of transactions = 64; avg = 49.18
DIEDRE : 1475.61 1470.86 1440.15 1439.14 1429.62 # of transactions = 100; avg = 757.20
DIERDRE : 59.73 58.24 58.23 57.81 57.38 # of transactions = 76; avg = 29.45
DIGNA : 139.27 135.02 132.67 130.53 128.03 # of transactions = 53; avg = 74.15
DIMPLE : 118.47 116.74 115.62 111.80 107.14 # of transactions = 23; avg = 63.54
DINA : 6554.67 6317.34 6049.56 5899.44 5756.35 # of transactions = 45; avg = 3727.52
DINAH : 997.41 987.78 985.72 977.26 973.66 # of transactions = 75; avg = 493.42
DINORAH : 60.97 56.19 55.87 54.87 53.80 # of transactions = 76; avg = 28.76
DION : 1438.55 1412.67 1408.08 1368.87 1358.42 # of transactions = 100; avg = 736.59
DIONE : 2045.66 2028.82 2025.97 2025.61 2024.31 # of transactions = 100; avg = 1247.73
DIONNA : 135.10 135.07 128.86 123.13 115.90 # of transactions = 47; avg = 61.75
DIONNE : 863.37 857.75 820.88 768.64 761.50 # of transactions = 55; avg = 452.96
DIVINA : 579.49 575.41 548.75 542.75 479.87 # of transactions = 32; avg = 239.72
DIXIE : 1139.88 1126.75 1114.30 1109.47 1091.27 # of transactions = 77; avg = 569.13
DODIE : 117.32 115.52 114.23 113.76 113.34 # of transactions = 100; avg = 65.01
DOLLIE : 123.49 122.84 121.92 110.47 109.80 # of transactions = 47; avg = 66.61
DOLLY : 1400.35 1358.57 1352.33 1340.55 1336.72 # of transactions = 100; avg = 659.14
DOLORES : 78.85 77.46 76.98 75.76 75.29 # of transactions = 100; avg = 40.73
DOLORIS : 677.99 675.42 666.36 666.10 662.02 # of transactions = 75; avg = 345.91
DOMENICA : 729.62 726.38 720.76 706.60 682.32 # of transactions = 54; avg = 317.34
DOMINGA : 994.53 989.77 964.28 959.13 955.92 # of transactions = 72; avg = 482.26
DOMINICA : 81.09 79.45 75.19 71.97 70.25 # of transactions = 52; avg = 37.29
DOMINIQUE : 56.84 55.94 55.45 55.40 54.83 # of transactions = 100; avg = 30.54
DOMINQUE : 701.09 685.64 626.73 353.45 340.16 # of transactions = 22; avg = 215.18
DOMITILA : 1373.57 1353.50 1323.67 1311.58 1305.95 # of transactions = 47; avg = 719.32
DOMONIQUE : 75.98 74.89 71.55 64.15 62.63 # of transactions = 23; avg = 39.74
DONA : 617.70 610.63 609.71 598.68 596.56 # of transactions = 78; avg = 323.22
DONALD : 142.65 142.16 138.43 133.65 133.04 # of transactions = 100; avg = 72.48
DONELLA : 108.71 108.59 107.90 104.45 104.08 # of transactions = 74; avg = 59.48
DONETTA : 717.38 716.04 680.50 672.78 661.34 # of transactions = 59; avg = 359.49
DONETTE : 104.84 102.88 102.42 100.55 93.98 # of transactions = 51; avg = 50.15
DONG : 52.73 50.27 48.63 46.37 45.69 # of transactions = 42; avg = 25.30
DONITA : 113.82 113.52 111.05 110.47 107.68 # of transactions = 71; avg = 65.78
DONNA : 65.22 63.25 62.81 60.06 59.93 # of transactions = 55; avg = 31.45
DONNETTA : 646.52 608.16 594.70 579.87 557.01 # of transactions = 48; avg = 308.58
DONNETTE : 96.59 96.07 91.86 87.05 84.41 # of transactions = 25; avg = 50.90
DONNIE : 133.76 133.25 132.53 127.74 127.03 # of transactions = 81; avg = 68.63
DONYA : 1194.67 1190.55 1188.42 1179.77 1153.02 # of transactions = 100; avg = 608.44
DORA : 1369.60 1319.39 1312.32 1307.38 1300.13 # of transactions = 78; avg = 679.64
DORATHY : 117.62 117.13 115.82 114.57 113.74 # of transactions = 49; avg = 64.54
DORCAS : 61.78 60.82 59.56 56.94 55.62 # of transactions = 23; avg = 42.71
DOREATHA : 127.75 118.05 117.46 117.01 116.92 # of transactions = 76; avg = 66.19
DOREEN : 75.35 73.92 73.53 72.21 71.30 # of transactions = 100; avg = 40.07
DORENE : 1087.05 1086.46 1086.41 1085.50 1082.53 # of transactions = 100; avg = 540.27
DORETHA : 565.55 562.79 548.59 518.13 491.66 # of transactions = 19; avg = 337.62
DORETHEA : 1447.58 1229.30 1215.38 1199.55 1132.09 # of transactions = 29; avg = 771.68
DORETTA : 50.94 50.32 47.15 46.07 44.22 # of transactions = 27; avg = 24.16
DORI : 137.32 136.06 135.39 133.48 132.57 # of transactions = 100; avg = 69.91
DORIA : 833.55 830.80 830.36 820.54 796.53 # of transactions = 79; avg = 408.80
DORIAN : 798.52 786.03 717.53 692.27 598.62 # of transactions = 32; avg = 344.02
DORIE : 97.97 94.73 90.68 90.08 88.56 # of transactions = 100; avg = 48.33
DORINDA : 637.15 613.20 609.36 591.07 582.04 # of transactions = 72; avg = 297.46
DORINE : 105.73 102.42 97.38 96.36 93.25 # of transactions = 26; avg = 57.25
DORIS : 113.27 111.41 111.28 110.65 109.10 # of transactions = 100; avg = 54.56
DORLA : 1440.47 1393.10 1305.12 1281.80 1266.50 # of transactions = 72; avg = 601.09
DOROTHA : 648.82 642.22 631.12 621.73 619.78 # of transactions = 50; avg = 383.04
DOROTHEA : 830.47 821.83 821.29 788.90 780.40 # of transactions = 72; avg = 444.91
DOROTHY : 5881.18 5670.34 5450.45 5426.40 5270.68 # of transactions = 60; avg = 2649.30
DORRIS : 76.09 74.87 70.12 69.02 67.61 # of transactions = 68; avg = 37.66
DORTHA : 3862.40 3858.19 3759.24 3579.99 3384.63 # of transactions = 52; avg = 1839.65
DORTHEA : 1405.92 1335.19 1316.85 1315.59 1299.43 # of transactions = 78; avg = 727.19
DORTHEY : 1249.60 1234.47 1219.89 1218.00 1180.91 # of transactions = 76; avg = 618.02
DORTHY : 1184.07 1124.60 1111.25 1072.08 1059.59 # of transactions = 100; avg = 602.92
DOT : 954.91 944.23 938.72 931.62 921.76 # of transactions = 100; avg = 515.95
DOTTIE : 768.21 752.73 745.14 721.41 698.96 # of transactions = 25; avg = 446.53
DOTTY : 906.35 891.29 871.81 867.60 865.86 # of transactions = 80; avg = 493.48
DOVIE : 530.60 524.61 518.40 517.37 492.00 # of transactions = 53; avg = 282.47
DREAMA : 83.16 73.38 72.25 65.74 60.34 # of transactions = 24; avg = 43.84
DREMA : 130.79 130.22 129.07 128.96 125.24 # of transactions = 100; avg = 69.45
DREW : 1301.38 1274.24 1266.11 1189.79 1152.29 # of transactions = 28; avg = 709.38
DRUCILLA : 9149.39 8910.96 8885.85 8784.36 7429.28 # of transactions = 20; avg = 5076.43
DRUSILLA : 138.86 136.06 134.15 134.12 134.00 # of transactions = 100; avg = 66.86
DULCE : 9523.36 9513.15 9466.33 9405.23 9321.10 # of transactions = 100; avg = 4791.63
DULCIE : 115.75 112.56 112.14 112.06 111.79 # of transactions = 100; avg = 61.21
DUNG : 56.70 53.01 51.56 51.34 50.64 # of transactions = 47; avg = 28.61
DUSTI : 1182.36 1149.21 1129.83 1086.86 1078.89 # of transactions = 49; avg = 581.61
DUSTY : 895.42 815.49 791.11 742.56 730.14 # of transactions = 26; avg = 398.98
DWANA : 7580.06 7488.02 7431.14 7212.81 7208.93 # of transactions = 100; avg = 3846.13
DYAN : 534.71 531.25 523.58 517.54 517.04 # of transactions = 100; avg = 264.50
EARLEAN : 91.14 90.12 84.77 79.66 72.61 # of transactions = 19; avg = 44.21
EARLEEN : 143.56 142.74 140.56 140.04 139.16 # of transactions = 100; avg = 70.77
EARLENE : 1286.75 1275.44 1258.76 1247.34 1122.65 # of transactions = 22; avg = 611.36
EARLIE : 714.83 694.60 666.97 605.60 530.28 # of transactions = 19; avg = 393.43
EARLINE : 1143.86 1131.01 1108.85 1074.92 1030.23 # of transactions = 74; avg = 593.82
EARNESTINE : 665.55 645.42 619.83 615.82 610.48 # of transactions = 100; avg = 330.96
EARTHA : 131.33 130.69 130.64 123.84 121.17 # of transactions = 58; avg = 65.19
EASTER : 115.61 113.12 111.04 110.97 106.86 # of transactions = 52; avg = 52.55
EBONI : 56.52 53.37 51.97 50.27 50.06 # of transactions = 50; avg = 26.99
EBONIE : 1309.80 1285.81 1241.22 1193.06 1160.65 # of transactions = 56; avg = 563.59
EBONY : 61.68 58.65 55.34 51.62 50.66 # of transactions = 29; avg = 32.74
ECHO : 68.95 68.05 66.43 64.64 62.84 # of transactions = 25; avg = 37.30
EDA : 138.94 138.18 133.53 133.49 130.67 # of transactions = 49; avg = 69.42
EDDA : 87.42 86.93 86.50 85.55 83.94 # of transactions = 100; avg = 45.51
EDDIE : 139.87 132.28 113.97 112.11 107.23 # of transactions = 24; avg = 62.62
EDELMIRA : 1459.48 1454.72 1443.51 1434.17 1293.70 # of transactions = 18; avg = 921.86
EDEN : 1307.62 1290.43 1285.96 1246.81 1189.05 # of transactions = 49; avg = 684.33
EDIE : 676.78 672.70 655.90 646.98 628.02 # of transactions = 100; avg = 301.89
EDITH : 980.26 935.99 931.23 873.12 854.95 # of transactions = 53; avg = 496.68
EDNA : 1219.94 1206.86 1177.76 1176.60 1162.10 # of transactions = 100; avg = 542.89
EDRA : 5378.61 4746.00 4564.71 4017.99 3784.78 # of transactions = 27; avg = 2590.37
EDRIS : 5255.74 5155.01 5125.98 4949.82 4939.68 # of transactions = 49; avg = 2348.35
EDWARD : 779.74 778.84 774.87 766.65 750.27 # of transactions = 29; avg = 456.39
EDWINA : 819.39 786.73 700.47 677.02 649.43 # of transactions = 18; avg = 406.59
EDYTH : 1148.73 1132.51 1127.24 1048.92 969.02 # of transactions = 53; avg = 542.81
EDYTHE : 1116.56 1105.44 1026.50 1009.14 896.44 # of transactions = 32; avg = 546.93
EFFIE : 76.78 76.55 75.33 74.62 72.15 # of transactions = 70; avg = 37.46
EHTEL : 129.67 128.97 122.91 118.56 116.19 # of transactions = 45; avg = 68.77
EILEEN : 624.67 623.01 609.16 605.00 594.59 # of transactions = 42; avg = 284.31
EILENE : 4249.37 4197.48 4165.65 4141.92 3987.50 # of transactions = 100; avg = 2124.68
ELA : 523.57 484.50 474.77 474.14 427.69 # of transactions = 18; avg = 332.72
ELADIA : 49.79 48.90 48.53 47.96 47.40 # of transactions = 80; avg = 22.94
ELAINA : 930.56 891.82 835.91 833.71 793.07 # of transactions = 48; avg = 425.14
ELAINE : 952.00 934.89 910.17 827.60 806.77 # of transactions = 45; avg = 458.49
ELANA : 1278.17 1274.36 1264.19 1234.99 1148.82 # of transactions = 24; avg = 710.74
ELANE : 639.44 620.38 600.89 585.67 570.48 # of transactions = 45; avg = 318.82
ELANOR : 1271.54 1271.01 1268.07 1265.16 1226.71 # of transactions = 72; avg = 616.75
ELAYNE : 1314.46 1297.93 1295.54 1293.61 1292.76 # of transactions = 30; avg = 778.53
ELBA : 130.78 130.71 130.14 129.86 128.44 # of transactions = 100; avg = 69.14
ELDA : 4796.66 4689.92 4664.62 4641.68 4601.14 # of transactions = 76; avg = 2595.08
ELDORA : 98.24 98.01 97.88 96.97 94.39 # of transactions = 100; avg = 49.16
ELEANOR : 704.04 703.06 673.76 661.13 656.30 # of transactions = 100; avg = 327.55
ELEANORA : 104.81 104.25 102.71 99.29 98.12 # of transactions = 53; avg = 58.77
ELEANORE : 105.62 104.37 104.33 103.66 103.10 # of transactions = 100; avg = 54.48
ELEASE : 902.39 897.89 887.26 884.85 873.81 # of transactions = 100; avg = 405.13
ELENA : 8386.24 8216.31 7854.54 7137.94 4654.10 # of transactions = 16; avg = 3768.19
ELENE : 616.78 614.89 613.68 607.67 607.42 # of transactions = 100; avg = 298.77
ELENI : 53.32 53.18 51.03 50.42 50.03 # of transactions = 47; avg = 30.92
ELENOR : 1454.12 1441.92 1429.06 1391.03 1378.00 # of transactions = 100; avg = 700.17
ELENORA : 53.72 52.69 52.11 48.70 47.40 # of transactions = 23; avg = 33.72
ELENORE : 1295.73 1293.30 1249.49 1248.67 1198.05 # of transactions = 69; avg = 663.20
ELEONOR : 96.00 95.10 94.06 91.54 88.26 # of transactions = 80; avg = 46.17
ELEONORA : 622.02 603.91 550.56 549.83 543.58 # of transactions = 69; avg = 264.64
ELEONORE : 8890.00 888.34 808.51 801.44 784.47 # of transactions = 17; avg = 943.86
ELFREDA : 758.26 746.78 692.21 623.29 586.28 # of transactions = 23; avg = 410.30
ELFRIEDA : 1404.35 1385.20 1264.22 1264.16 1260.54 # of transactions = 22; avg = 800.31
ELFRIEDE : 133.55 121.80 118.56 115.62 114.96 # of transactions = 24; avg = 72.84
ELIA : 116.21 115.45 105.79 105.41 98.06 # of transactions = 60; avg = 60.26
ELIANA : 563.21 523.05 517.09 510.86 506.48 # of transactions = 31; avg = 305.76
ELICIA : 71.05 69.65 69.60 68.51 68.47 # of transactions = 57; avg = 38.27
ELIDA : 8193.12 8130.19 8058.78 8005.75 7822.88 # of transactions = 100; avg = 4401.57
ELIDIA : 1327.21 1317.54 1307.46 1305.99 1290.57 # of transactions = 100; avg = 716.28
ELIN : 73.70 71.42 69.97 58.17 55.47 # of transactions = 26; avg = 30.94
ELINA : 1338.80 1316.23 1310.07 1283.94 1263.40 # of transactions = 53; avg = 689.25
ELINOR : 72.30 71.84 70.00 69.95 69.50 # of transactions = 54; avg = 38.11
ELINORE : 644.73 636.52 624.51 623.74 623.68 # of transactions = 80; avg = 331.35
ELISA : 76.68 75.91 71.85 68.86 61.95 # of transactions = 26; avg = 39.59
ELISABETH : 48.90 48.55 47.39 44.24 42.94 # of transactions = 18; avg = 29.33
ELISE : 138.98 125.89 112.60 110.17 106.43 # of transactions = 27; avg = 64.38
ELISHA : 97.84 97.01 94.20 92.39 91.41 # of transactions = 22; avg = 64.15
ELISSA : 664.66 655.10 644.02 641.91 639.90 # of transactions = 69; avg = 376.27
ELIZ : 108.40 104.01 101.65 100.42 95.23 # of transactions = 73; avg = 56.34
ELIZA : 137.85 136.41 135.32 133.02 128.08 # of transactions = 74; avg = 69.26
ELIZABET : 620.22 610.33 598.23 594.40 588.57 # of transactions = 100; avg = 334.13
ELIZABETH : 1151.60 1100.39 1088.93 1048.02 1045.67 # of transactions = 24; avg = 594.20
ELIZBETH : 126.61 125.69 125.48 122.95 120.24 # of transactions = 81; avg = 62.70
ELIZEBETH : 1102.99 1099.84 1006.89 1005.89 888.94 # of transactions = 44; avg = 481.51
ELKE : 989.00 969.60 948.49 917.12 855.09 # of transactions = 25; avg = 569.49
ELLA : 8913.93 8877.75 8821.47 8672.53 8130.41 # of transactions = 79; avg = 4554.05
ELLAMAE : 114.91 112.66 111.39 109.41 109.11 # of transactions = 100; avg = 54.60
ELLAN : 552.89 541.82 540.95 539.25 537.13 # of transactions = 100; avg = 287.46
ELLEN : 1343.95 1338.81 1322.68 1317.56 1267.72 # of transactions = 100; avg = 662.51
ELLENA : 656.46 654.04 650.97 646.64 644.23 # of transactions = 74; avg = 346.25
ELLI : 602.34 595.00 576.27 553.96 545.48 # of transactions = 45; avg = 290.69
ELLIE : 694.02 677.39 674.27 667.88 666.50 # of transactions = 69; avg = 359.67
ELLIS : 717.99 715.58 692.23 676.48 672.41 # of transactions = 51; avg = 352.31
ELLY : 6370.18 6260.13 6184.96 6173.79 6145.65 # of transactions = 100; avg = 3281.63
ELLYN : 1407.20 1402.56 1390.65 1387.00 1304.12 # of transactions = 72; avg = 796.93
ELMA : 3307.70 3301.56 3254.02 3228.01 3221.56 # of transactions = 100; avg = 1554.40
ELMER : 93.02 91.23 89.69 88.15 86.15 # of transactions = 66; avg = 45.66
ELMIRA : 1140.34 1138.80 1097.30 1075.29 1066.52 # of transactions = 25; avg = 613.90
ELNA : 63.93 62.10 59.15 57.14 51.17 # of transactions = 25; avg = 32.50
ELNORA : 1186.13 1184.10 1126.08 1121.42 1082.82 # of transactions = 54; avg = 546.54
ELODIA : 500.01 497.58 487.51 468.42 465.46 # of transactions = 56; avg = 236.29
ELOIS : 6496.24 6463.97 6442.31 6365.24 6344.49 # of transactions = 100; avg = 3547.43
ELOISA : 1440.05 1428.52 1417.52 1357.40 1350.83 # of transactions = 56; avg = 678.20
ELOISE : 106.35 106.07 105.43 104.21 103.42 # of transactions = 100; avg = 55.56
ELOUISE : 1475.52 1416.94 1365.35 1351.27 1320.63 # of transactions = 49; avg = 646.96
ELSA : 72.69 66.24 65.59 64.57 62.92 # of transactions = 44; avg = 35.86
ELSE : 84.22 84.13 83.36 83.27 82.72 # of transactions = 100; avg = 41.84
ELSIE : 989.95 947.11 936.71 881.97 869.75 # of transactions = 49; avg = 499.76
ELSY : 508.00 403.84 396.56 359.67 358.15 # of transactions = 22; avg = 216.57
ELVA : 1411.63 1396.63 1378.86 1324.82 1308.20 # of transactions = 49; avg = 733.29
ELVERA : 10173.94 10116.83 10042.75 9960.60 9929.40 # of transactions = 100; avg = 5352.04
ELVIA : 92040.00 9079.32 9007.19 8782.74 8563.56 # of transactions = 75; avg = 5876.89
ELVIE : 1066.96 1066.70 1039.83 1031.84 1015.71 # of transactions = 76; avg = 551.02
ELVINA : 48.62 48.42 48.31 47.78 47.55 # of transactions = 100; avg = 26.44
ELVIRA : 669.06 666.20 649.51 636.78 628.55 # of transactions = 70; avg = 335.30
ELWANDA : 7148.58 6300.34 5821.06 5587.08 5430.02 # of transactions = 19; avg = 3531.11
ELYSE : 1058.54 1023.10 1014.38 892.36 857.30 # of transactions = 29; avg = 515.01
